"Txhash","UnixTimestamp","DateTime","From","To","Value","ContractAddress","TokenName","TokenSymbol"
"0x60538343e96acd7161b91c69e63adb50ef15221068e4a583c5ac487296615176","1621382650","2021-05-19 00:04:10","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xedaf73aae94f9114deeec01bdc8824138a2aed4a","74.436751","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xe0e19a7f762753a837c47e374012dc75718ceae4294f38a0789b4ffb19271f74","1621382696","2021-05-19 00:04:56","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x71afb41c53c78d75b9d0e8b741c85ed748826676","5,700.69012061","0x3e9bc21c9b189c09df3ef1b824798658d5011937","Linear Token","LINA",""
"0xa13182c3650a132d091f0a615abf545df42ef688174d6c3bd63312cc3a2eae6c","1621382717","2021-05-19 00:05:17","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x4cc9096db3960c6fa501e681bf512fe889b037c6","0.00028424","0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e","yearn.finance","YFI",""
"0xc3eac8771d7b5df9d8598bc44aed775ab10ee3cfbced628c62e784ec272b4825","1621382717","2021-05-19 00:05:17","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xf014579e7d1cedd287d7d3506ceda71229e852d7","236.948457","0x4fabb145d64652a948d72533023f6e7a623c7c53","Binance USD","BUSD",""
"0xa4e19d2c535db76c652e210c758077d57e08165c58c6de1fc62dc5c06167c1d4","1621382743","2021-05-19 00:05:43","0x40fd49c70b7c112bbf9d70a37076ffd6a846d9ec","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","440,000","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x9d0356872fabdcaf359a6737a8fb3c19cce5409fd1afd6c3ec37086347b3de06","1621382743","2021-05-19 00:05:43","0x8025504c05b146ae25a84c82a73f447a88b8ae9a","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","100.99","0xc00e94cb662c3520282e6f5717214004a7f26888","Compound","COMP",""
"0x196346bfbf49229d1848a9982c989382345190855023e3229399002d166366e5","1621382781","2021-05-19 00:06:21","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xbbaabb8fa65421647e845426fcf2465c46526f68","11","0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0","Matic Token","MATIC",""
"0xebc7e9aecc7dc26bc53397b1ed30d5e96ca89809bf0e5abc21b3ff0554b88b9b","1621382839","2021-05-19 00:07:19","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xcc6389b0a715744ac7c9969219e400ed207dbf3e","2,377,867,315","0x3d3dd61b0f9a558759a21da42166042b114e12d5","3X Short EOS Token","EOSBEAR",""
"0x3a93bf206769be8c3df72914d8d54969222c3d6242b9be9423798f5710aeb7fc","1621382839","2021-05-19 00:07:19","0x3b1b92e603322e868a5930643bba40868a9e9aac","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","3,889.04","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x70baa8ee6f10df918599bbe1712546da1de72f226ac839ba26aceae7939fce2d","1621382839","2021-05-19 00:07:19","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xed49d2b005390e683b05ea994f24c6685eae114a","5,000","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xa11e4a4eb5993df7590bb0c8d79191aa3eb5bdfb3521dae0af3ff2f95d437aa9","1621382876","2021-05-19 00:07:56","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xd99cd9d1e4fdb816d4d75a30eb76fd839b6a4efc","14,189.5","0xdd974d5c2e2928dea5f71b9825b8b646686bd200","KyberNetwork","KNC",""
"0xce0bc99db6fe3b1e5fc7f8bab9d29ff4b38a035b55b6f5885767013ace0c786b","1621382900","2021-05-19 00:08:20","0x45a519fb500397247aed96f2f1b44fe57de528b1","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","368.5011","0xc944e90c64b2c07662a292be6244bdf05cda44a7","Graph Token","GRT",""
"0x2834cad8c16a4f6c7c6f924eef0f3169698ce1040a52f1d01ad54063c9910cbd","1621382942","2021-05-19 00:09:02","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x4ed64b4a2d28e8d44dbb4865a75488b768f64fd2","291.7192","0x514910771af9ca656af840dff83e8264ecf986ca","ChainLink Token","LINK",""
"0x97f462c139f8b3487d8400f2e34c785bb83b1ac8e982383247eae0e52eb4b638","1621382975","2021-05-19 00:09:35","0x83a127952d266a6ea306c40ac62a4a70668fe3bd","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","5,999,985","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xb5b314540fc124e56d8605c06a15565d76aa75914c478e54ce4e0207ab72685b","1621383019","2021-05-19 00:10:19","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x3e4595f2c491a4cce942614403c04193f116f0d8","624.495488","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x63fc0d6d8b7db2e95c25bccf0b8e379a2ca224183d62d3888dff25e3936fb42d","1621383030","2021-05-19 00:10:30","0x684ce01cfae63d5a24aa55e04d1be30cfc785e21","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","500,000","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xaded3d983fe1fe2653556640eba1fb992b3b35bf3ca851604e85d63ed9cf4ae0","1621383096","2021-05-19 00:11:36","0x9ee5ae6f00d5223cabdf8990a0241546d649130f","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","332.359035","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0x449f47ad0d5a325d4cab95a8ced7d608893580899fe836cf940d259a303db229","1621383098","2021-05-19 00:11:38","0x4ca6109261f63b2868b7e45886317f03c00a97a3","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","500","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xa916abc7ef4da4c315718ff6451958779a823e6f94d95f50334966fbccdb107d","1621383098","2021-05-19 00:11:38","0x8025504c05b146ae25a84c82a73f447a88b8ae9a","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","4,164.73316145","0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f","Synthetix Network Token","SNX",""
"0xbbe7afc8e5dabc64e61ce0a593aeb43ae4fd723285404383125278f1af998d65","1621383098","2021-05-19 00:11:38","0xb0c94d2088a470cfc9cc522aa556f5745702e5c5","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","131.842","0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9","Aave Token","AAVE",""
"0xcd211e18b53416c75912d71792116a39451f9d01f0058ca1118de7de7b699e18","1621383098","2021-05-19 00:11:38","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x4c4923ae318767df87fa8b87894bcab6f02d1bae","550","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x139b5e455fc8bcd476b073dd82434f15a3a5098b089d49365f6b88b37340bdfc","1621383118","2021-05-19 00:11:58","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xb301692d32995ad88c5518860e7bbd8703b5cd18","18,612.201164","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xf40e6e2bc900b6aef8bc62c919b3a29da7404e57d70f5826d874fb89a1c7da6b","1621383118","2021-05-19 00:11:58","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xd087a4cdc8952053e6ec26765605b3819775e734","400","0xc834fa996fa3bec7aad3693af486ae53d8aa8b50","Convergence","CONV",""
"0x91210ba530fcc51dc839db343b8e1ae6e5a8567e20f2beb781edc58924973c95","1621383118","2021-05-19 00:11:58","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xa49e0efe2dea12d78a75cf4e8f93f3a60eeaab33","120.89870814","0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f","Synthetix Network Token","SNX",""
"0x8019c1b6d8a65d68d01d8296373aa215ddd4938c735992f4bb8b270bf6d894f6","1621383154","2021-05-19 00:12:34","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x211fd77d43ff1aa9abe02f2da951ccdcac976c2a","49,994.45","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x200841cb4d5e5015f0d65bc2e24e3ade520572af53eb2def910c410671d68da5","1621383154","2021-05-19 00:12:34","0x51e24dd25c5428127ced47a27935098b69fbf837","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","2,184","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xaba69c252935e74839d390b05b7d9530faf0190d32c7ef9ee016140a16d70ff3","1621383154","2021-05-19 00:12:34","0x79a5e003a46665c7c7ea0c51cd384b6df54b357e","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","1,762.76416145","0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f","Synthetix Network Token","SNX",""
"0x05ca975ef31c6dfec2baf32ef1fcb60011d65fccaaad8043959b09fcabbc1745","1621383154","2021-05-19 00:12:34","0xed5958108eebffaa48ea4695d5da2d472498e87e","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","2,253.81263","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xea8318c203c46e361fe41994ca8510d587b29b3c5a10966f0117d75b3cda3b45","1621383215","2021-05-19 00:13:35","0xf8c656f1ad81a276d83f9be43e3d901de8cbd3b0","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","493","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0x79d8d82fc82cc462845a339baceb6b875902d9ae2970a1131edd7c37f5f7aa67","1621383215","2021-05-19 00:13:35","0xfe8b6c3ff671dba2eb1732978d6652305bf7bd39","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","1,960","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x5319b1f5b31700a8fa5f77f994146006052e18ae06c2ee89cec8e5a86d5140cd","1621383254","2021-05-19 00:14:14","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x422162745b12b8c58d19e348d7c8c134bbedf886","1,387,281.040117","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0x549cde054acbebcb41a562149d1310253cccc9cd4e23171cdf35b486b986f28c","1621383262","2021-05-19 00:14:22","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xbdeaca3aa30af527752dc8cf1ba1ee02d6c7bba2","3.998632","0x514910771af9ca656af840dff83e8264ecf986ca","ChainLink Token","LINK",""
"0x59627ff3d56bcccf55c52745c2b2db0acb821ac0b27bf931ebd38fd6f7dad250","1621383308","2021-05-19 00:15:08","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x86904e32b0d7a8e1ab4dc4a02bae7ff93e9a2d33","6,213,700,000","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","SHIBA INU","SHIB",""
"0x36fc6789e1c47e97d5dfbfda6cda95d31d5043178ec37cacce33ba0163970afc","1621383308","2021-05-19 00:15:08","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x3507e4978e0eb83315d20df86ca0b976c0e40ccb","223,136","0x33d0568941c0c64ff7e0fb4fba0b11bd37deed9f","RAMP DEFI","RAMP",""
"0x927def959be7e21af2395beab303cd8254611154fb2b266b9a6321f9a6515727","1621383308","2021-05-19 00:15:08","0x8025504c05b146ae25a84c82a73f447a88b8ae9a","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","2,662","0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f","Synthetix Network Token","SNX",""
"0x5a650bd4bd29dd713ee1c807bdd88ed01aaccfd1459b110c064678585118faa4","1621383308","2021-05-19 00:15:08","0x40fd49c70b7c112bbf9d70a37076ffd6a846d9ec","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","250,000","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x19d0297058fbe647d47ac082487be76d703a0e4d24b810cea374c175727f0630","1621383308","2021-05-19 00:15:08","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x86904e32b0d7a8e1ab4dc4a02bae7ff93e9a2d33","1,248.75","0x6b3595068778dd592e39a122f4f5a5cf09c90fe2","SushiToken","SUSHI",""
"0xb2d067b563af8dfd42f5dcc7ecfaff45f695531042ba44a44cee490e57ae681d","1621383347","2021-05-19 00:15:47","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x6ef5942bdd818fcbcb2864802150985c52309243","0.3099","0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e","yearn.finance","YFI",""
"0x3ea3168d5113f2ac9127322ea527475d237a87f6c5c67120c4a19a98038e189e","1621383347","2021-05-19 00:15:47","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x5b749298d845e821898e54aa0453eb5bc5c40a78","1,530.9","0x514910771af9ca656af840dff83e8264ecf986ca","ChainLink Token","LINK",""
"0x9fb3151b924c621031ec8d26f40366f275304a02c47878f6eeb88b659804f221","1621383347","2021-05-19 00:15:47","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x35c7e41449a10e470a9ecd02bb6ec7d871c82a6c","199,997.784","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xecff86c841b6b00a37f9ef6f9c3856638664a5392f9714f93ee21d10ebd87396","1621383381","2021-05-19 00:16:21","0x2e4f9d5c48e49b7d9982a16dda1e8c93192ee09d","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","155.348331","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xcabf6a6bab0cdc0063f9862c1ed1258371d8114f61a112923e14fad6a33be271","1621383381","2021-05-19 00:16:21","0xdf133d8bab995a6b247f496b2eb0cd13382c591c","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","7,000","0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d","Celsius","CEL",""
"0xb73396edf8ec99041621d6951285b9a9bfd004f2e6b8779d51fc8603d1696ddf","1621383381","2021-05-19 00:16:21","0xf86b5efd322a789d2f1f3fe9040c99a6debd2369","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","5,120.8732","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xbe8e6706e93d68e8a356f50ed9f9733fa797b6e7564228ea90ac25c49bbd1e93","1621383389","2021-05-19 00:16:29","0x167bc801c9783fb67c76fa7638d8833ff88a2ff8","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","8,980","0xd46ba6d942050d489dbd938a2c909a5d5039a161","Ampleforth","AMPL",""
"0x594137f86a2f8fe65272c8f7fb03f4b17a40d3914409bc787966fc9387679a05","1621383405","2021-05-19 00:16:45","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x295fa1653ecedf79295602e5669b612c5f4634ad","42.1917","0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d","Celsius","CEL",""
"0x211d042eea5b92c66977cbadda0621cb66a229acd6cc803d18b8b197e1c8f919","1621383453","2021-05-19 00:17:33","0x69a3b1c43bf7a7bc87b1ae88b305e2d5626bc6e1","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","22,843.011423","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x514da76a9c358fc483494b57508abb25500c197ceab6e1874b2e950549adcaa7","1621383453","2021-05-19 00:17:33","0x68b3f12d6e8d85a8d3dbbc15bba9dc5103b888a4","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","218,086.798331","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xd72893199db459fd0019e597ada521c19f03e228c4f0e98401260702e6e12a71","1621383512","2021-05-19 00:18:32","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x6c5e1df7351356d60b7ba512817b9958949131ac","4,565.75","0x6f259637dcd74c767781e37bc6133cd6a68aa161","HuobiToken","HT",""
"0xef0f067b3f9945b2a7122ba96b8f123a63221a4a6549dea917c8795a97745c8e","1621383512","2021-05-19 00:18:32","0x1d22bf183af3374dd0debe42155a2e3bef5746ba","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","379.78","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xb2bc4df341a1351119a7c606602fe030ff5920ad040c23b833d7a773d756f864","1621383526","2021-05-19 00:18:46","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x639e4bb8d28d477beba288da38696948df14d68e","15,000","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0x9f70f0443b2b8d011bbcb55619ac850654fbb70470da158408f5947b0e27cc5e","1621383526","2021-05-19 00:18:46","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xdcf5ac110bfb16933b6f50b5e5f8e38c98d39481","63,823.5","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xb9e4492910673c71824b6d1300c6495415003cfb7a79a733588d7f4c6c0181d6","1621383547","2021-05-19 00:19:07","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xdfd8a2afd131f6b7f66c60ec6653278d1bed514f","603.6464871","0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9","FTT","FTX Token",""
"0x7ab3ca537aff4a85d9cd535ece2f6b50ac290bf058348f5001004ac909da6460","1621383558","2021-05-19 00:19:18","0x8025504c05b146ae25a84c82a73f447a88b8ae9a","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","4,348.999999999999737856","0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f","Synthetix Network Token","SNX",""
"0xb05e8a144a868b151d243110dd85ac3f31810129f9e3e0953ef2f5fb7960a40c","1621383558","2021-05-19 00:19:18","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x3507e4978e0eb83315d20df86ca0b976c0e40ccb","8,704,156","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xcd8dd1c856c6661103d75536166b693bea1f82d5a77dfa282d8a7abdb67e3ddc","1621383629","2021-05-19 00:20:29","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x259ba66070130561378e9ca81e2816530494f812","2,170","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x4483ac702048bd13a72db13968080db801ddb82ab31cdc1802dab04c4a398b25","1621383629","2021-05-19 00:20:29","0xbfb942325736d5103a69ae6448aaac64cfabe834","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","4,410","0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0","Matic Token","MATIC",""
"0x0013caa218c0740b30deef10b661f8b85725c8ce290d59c1a96de18b16ac976d","1621383697","2021-05-19 00:21:37","0x44c3e8dd275a766188ca4e376d0e2411d8533b5e","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","20","0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0","Matic Token","MATIC",""
"0x20b7da5cec928ae2b9c7b47f56de6591f6c580e910170d96f460f1b62514e569","1621383738","2021-05-19 00:22:18","0x8025504c05b146ae25a84c82a73f447a88b8ae9a","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","3,784.999999999999737856","0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f","Synthetix Network Token","SNX",""
"0xec5a2b0760f7cfad01f349f7af666eed51562a185e60ab601ff08052b18ddf13","1621383738","2021-05-19 00:22:18","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xf58340f41b0e077d5f64faaddc1f5b9a20937b4c","175.027212","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0xf53f522ed59c6c281635393fbc4d9da3c1dfe9d7d40a77bd06b38d4aa093b7c5","1621383738","2021-05-19 00:22:18","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x422162745b12b8c58d19e348d7c8c134bbedf886","1,283,025.117895","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xb6fca177df9fc1be9611f92969ef4b8851c093ee93b37c2c89ccb556e31db8c4","1621383738","2021-05-19 00:22:18","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x4298ed9d166475e2afee86cf4103529c313dfd6e","149,507.89375","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0x8e6272eb53afef54733dab63a6488ff53ad7bb08178367eac06832496580d8fa","1621383867","2021-05-19 00:24:27","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xcc6389b0a715744ac7c9969219e400ed207dbf3e","16.946","0x81824663353a9d29b01b2de9dd9a2bb271d298cd","Bitcoin Volatility Token","BVOL",""
"0xc7b15b3acc5221162d167849cb19b7e4ee974b27d8854d5f0b8074c16bee6137","1621383867","2021-05-19 00:24:27","0x40fd49c70b7c112bbf9d70a37076ffd6a846d9ec","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","300,000","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xc6d9ddf0c270d79061ae560d9939259ff6e2d36768872426db748962fb245e74","1621383927","2021-05-19 00:25:27","0xcb66a1a09ade224680001b24ba908ce98c680885","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","1,999,990","0x4fabb145d64652a948d72533023f6e7a623c7c53","Binance USD","BUSD",""
"0x5b9fb38edc2baa7ac06f4644e35cda2570c992e1f7ad630e09ea59eb121d95e3","1621383991","2021-05-19 00:26:31","0xce3e8bf9ff33b80a828350f9b2e8eedb19c00254","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","2,003.688184","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USD Coin","USDC",""
"0xba333e5ab4ddf05a555b01e0e3ee2ce7a146d22c42ddb2c64905f0336ae98755","1621383991","2021-05-19 00:26:31","0x37e504a6b3f5adf0e1df66573fc8c22707e8e514","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","1,050","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x3d3649f5503eadfd339610c4179ff948c25023e6851f5f969430976f670b9af8","1621383991","2021-05-19 00:26:31","0x8025504c05b146ae25a84c82a73f447a88b8ae9a","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","8,844.093","0x476c5e26a75bd202a9683ffd34359c0cc15be0ff","Serum","SRM",""
"0x4c3b1e82f24a5ce6aace87977c2b0e515fdaceabe034462449f911f5c804cff1","1621384004","2021-05-19 00:26:44","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x7583fd17aef3cec71b9fc3f778402bb38d641cb1","52,550.3786","0x420412e765bfa6d85aaac94b4f7b708c89be2e2b","BRZ","BRZ",""
"0x174d8ef8ecdd1da56a4489197b83c1eca95ffc3654e665487eb37b0e770a0b5b","1621384014","2021-05-19 00:26:54","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x51c47c831ade76150499d33d6ed9d66051a49a10","50.272831","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT",""
"0x72805b84901967362d5ae895a31d014292f8e28bac6d5407386a88dfa140939c","1621384014","2021-05-19 00:26:54","0x0000000000000000000000000000000000000000","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0.04866355","0x7aa6b33fb7f395ddbca7b7a33264a3c799fa626f","3X Long Dogecoin Token","DOGEBULL",""
"0xa07cda5157ebdf71d64fdcd5af143e7c15bb16a5d128dd78f8dd56a3c8d95d91","1621384040","2021-05-19 00:27:20","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0x85f7e574a471172049b171e8a416ad727dce0ebc","113,630,587.34919277","0x94fc5934cf5970e944a67de806eeb5a4b493c6e6","3X Short XRP Token","XRPBEAR",""
